,id,title,description,release_year,genres,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,name,tags
547,tm37573,"All's Well, Ends Well",Romantic comedy following four couples who meet through a dating website. Four men go on a heroic mission to help four women and wind up experiencing a series of mishaps.,2012,"['romance', 'comedy']",5.1,338.0,4.674,4.9,DonnieYen SandraNgKwun-Yu RaymondWong YangMi LouisKoo KellyChen ChapmanTo HiroHayama VincentKok LamSuet LynnHung KarenaNg LeeSheung-Ching SinghHartihanBitto CiwiLam,romantic comedy following four couples who meet through a dating website. four men go on a heroic mission to help four women and wind up experiencing a series of mishaps. donnieyen sandrangkwun-yu raymondwong yangmi louiskoo kellychen chapmanto hirohayama vincentkok lamsuet lynnhung karenang leesheung-ching singhhartihanbitto ciwilam
548,tm69915,Heroine,A female superstar struggles through the trials and tribulations of being a Bollywood actress.,2012,['drama'],5.0,4353.0,4.154,5.0,KareenaKapoorKhan ArjunRampal SujataSehgal,a female superstar struggles through the trials and tribulations of being a bollywood actress. kareenakapoorkhan arjunrampal sujatasehgal
549,tm164090,Lavell Crawford: Can a Brother Get Some Love?,"""Last Comic Standing"" runner-up Lavell Crawford lords over a hometown crowd at St. Louis's Orpheum Theatre, raking in the love -- and the laughs. Jokes cover the hilarity of presidential politics and the social scene in heaven.",2011,"['comedy', 'documentation']",6.9,234.0,2.301,6.5,LavellCrawford,"""last comic standing"" runner-up lavell crawford lords over a hometown crowd at st. louis's orpheum theatre, raking in the love -- and the laughs. jokes cover the hilarity of presidential politics and the social scene in heaven. lavellcrawford"
550,tm37175,Jeff Dunham: Minding the Monsters,"Stand-up comedian and ventriloquist Jeff Dunham. Enter the ultimate hunted house where Walter transforms into something grumpier than he already is! Watch Bubba J. rise from the dead! Meet Peanut's alter ego, The Purple Venger of the Night, and his spicy sidekick! and witness Achmed litterally dressed to kill in an outfit terrify the most terrifying terrorist!",2012,['comedy'],7.0,1416.0,2.314,6.2,JeffDunham,"stand-up comedian and ventriloquist jeff dunham. enter the ultimate hunted house where walter transforms into something grumpier than he already is! watch bubba j. rise from the dead! meet peanut's alter ego, the purple venger of the night, and his spicy sidekick! and witness achmed litterally dressed to kill in an outfit terrify the most terrifying terrorist! jeffdunham"
551,tm66725,Kalakalappu,"A man struggles to save his family-owned restaurant as it is running in loses. He soon falls for a health inspector keen on shutting down the place. When his brother enters the scene, things get worse.",2012,['comedy'],6.9,1398.0,2.488,6.5,Vimal Shiva Anjali OviyaHelen Santhanam JohnVijay Ilavarasu SubbuPanchu Manobala Karunakaran V.S.Raghavan ThalapathiDinesh YogiBabu VichuVishwanath Shanmugasundaram KaaliVenkat,"a man struggles to save his family-owned restaurant as it is running in loses. he soon falls for a health inspector keen on shutting down the place. when his brother enters the scene, things get worse. vimal shiva anjali oviyahelen santhanam johnvijay ilavarasu subbupanchu manobala karunakaran v.s.raghavan thalapathidinesh yogibabu vichuvishwanath shanmugasundaram kaalivenkat"
552,tm166740,Chhota Bheem & Krishna in Mayanagari,"Bheem and his Friends are having a great time in Dwarka with their friend Kanha.Mayandri tries to attack Kanha with some leopards but fails as Kanha fights them off with ease.Bheem gets injured and his friend Krishna offers to heal up his injury and just before the Dholakpurians leave Krishna offers some gifts to them.Bheem gets a pendant,Chutki gets a stylish ring,Raju gets a catapult and Jaggu got a compass whereas Kalia got a powder for when he blows on anyone can hear what they are thinking and Dholu and Bholu got a box in which they could ask for anything they want in food.Bheem suddenly feels it was time for everyone to go back to Dholakpur and they board their ship and bid farewell to Krishna their beloved friend.",2011,"['animation', 'action', 'fantasy']",8.7,13.0,1.028,5.1,ChhotaBheem Chutki Krishna,"bheem and his friends are having a great time in dwarka with their friend kanha.mayandri tries to attack kanha with some leopards but fails as kanha fights them off with ease.bheem gets injured and his friend krishna offers to heal up his injury and just before the dholakpurians leave krishna offers some gifts to them.bheem gets a pendant,chutki gets a stylish ring,raju gets a catapult and jaggu got a compass whereas kalia got a powder for when he blows on anyone can hear what they are thinking and dholu and bholu got a box in which they could ask for anything they want in food.bheem suddenly feels it was time for everyone to go back to dholakpur and they board their ship and bid farewell to krishna their beloved friend. chhotabheem chutki krishna"
553,tm169128,An Elf's Story,"The inspirational tale of Chippey, the young scout elf who is assigned by Santa to restore Taylor McTuttle's belief in Christmas magic. When the boy breaks the number one Elf on the Shelf rule, Chippey loses his Christmas magic; the entire McTuttle family loses is scout elf, and both Taylor and Chippey lose their self-respect. Through the power of love and forgiveness, both of them learn the most important lesson of all: that true belief cannot be taught.",2011,"['scifi', 'animation', 'family', 'fantasy']",5.1,510.0,2.874,2.7,LeslieBellair BrendanDooling EvieEikhoff EmmaGreene TatianaGuy ChadwickHalbritter MattHenson MichaelMay ShameikMoore CoryRouse ToddSayre JuliaWalters DougWilliams,"the inspirational tale of chippey, the young scout elf who is assigned by santa to restore taylor mctuttle's belief in christmas magic. when the boy breaks the number one elf on the shelf rule, chippey loses his christmas magic; the entire mctuttle family loses is scout elf, and both taylor and chippey lose their self-respect. through the power of love and forgiveness, both of them learn the most important lesson of all: that true belief cannot be taught. lesliebellair brendandooling evieeikhoff emmagreene tatianaguy chadwickhalbritter matthenson michaelmay shameikmoore coryrouse toddsayre juliawalters dougwilliams"
554,tm172353,Bbuddah Hoga Terra Baap,"After a series of bomb blasts in Mumbai, ACP Karan Malhotra announces that he will bring in the culprits responsible within a very short period of time as well attempts to convince his college sweetheart, Tanya P. Nath, to marry him. He then sets about interrogating several suspects so much so that an underworld gangster, Kabir, is compelled to hire an assassin to do away with him. The potential killer, Viju, is an uptight older ex-convict as well as a former gangster, who now runs a pub in Paris, and is willing to kill Karan. As he sets about this gruesome task, he comes across an old flame, Kamini, as well as his estranged wife, Sita - and it is these encounters that may well be the turning point in this life that may convince him to leave the bombs and Bandooks behind and spend the rest of his life praying and watching the Bhakti Channel.",2011,"['thriller', 'action', 'comedy', 'crime']",5.6,2908.0,2.229,5.2,AmitabhBachchan HemaMalini SonuSood SonalChauhan PrakashRaj MakrandDeshpande ShawarAli VishwajeetPradhan AtulParchure RaveenaTandon CharmyKaur RajeevMehta,"after a series of bomb blasts in mumbai, acp karan malhotra announces that he will bring in the culprits responsible within a very short period of time as well attempts to convince his college sweetheart, tanya p. nath, to marry him. he then sets about interrogating several suspects so much so that an underworld gangster, kabir, is compelled to hire an assassin to do away with him. the potential killer, viju, is an uptight older ex-convict as well as a former gangster, who now runs a pub in paris, and is willing to kill karan. as he sets about this gruesome task, he comes across an old flame, kamini, as well as his estranged wife, sita - and it is these encounters that may well be the turning point in this life that may convince him to leave the bombs and bandooks behind and spend the rest of his life praying and watching the bhakti channel. amitabhbachchan hemamalini sonusood sonalchauhan prakashraj makranddeshpande shawarali vishwajeetpradhan atulparchure raveenatandon charmykaur rajeevmehta"
555,tm34746,Luv Shuv Tey Chicken Khurana,"On-the-run from the London mafia, Omi returns to his ancestral village – a place he’d flown from with his grandad’s money and grander ‘London Dreams’. Will Omi be able to hide his failures while chasing love, and the lost recipe of the infamous dish, ‘Chicken Khurana’?",2012,['comedy'],6.6,3925.0,2.564,6.3,KunalKapoor HumaQureshi MukeshChhabra VipinSharma RajeshSharma RahulBagga SophieKarl JohnDuggan HerryTangiri DollyAhluwalia RajendraSethi ManishMakhija NimratKaur VickyKaushal,"on-the-run from the london mafia, omi returns to his ancestral village – a place he’d flown from with his grandad’s money and grander ‘london dreams’. will omi be able to hide his failures while chasing love, and the lost recipe of the infamous dish, ‘chicken khurana’? kunalkapoor humaqureshi mukeshchhabra vipinsharma rajeshsharma rahulbagga sophiekarl johnduggan herrytangiri dollyahluwalia rajendrasethi manishmakhija nimratkaur vickykaushal"
556,tm29400,Bwakaw,"Gruff retiree Rene rejects most human contact, but begins to soften once he comes to terms with his homosexuality.",2012,['drama'],7.1,301.0,0.831,6.2,EddieGarcia,"gruff retiree rene rejects most human contact, but begins to soften once he comes to terms with his homosexuality. eddiegarcia"
557,tm53360,Blood Money,"In South Africa, a young man living with his wife becomes embroiled in an illegal diamond business and with time finds his life changing.",2012,"['thriller', 'drama', 'crime', 'action']",5.0,1480.0,31.391,6.1,KunalKhemu AmritaPuri ManishChoudhary MiaUyeda,"in south africa, a young man living with his wife becomes embroiled in an illegal diamond business and with time finds his life changing. kunalkhemu amritapuri manishchoudhary miauyeda"
558,tm180532,Shaitan,Five substance-abusing friends decide to fake a kidnapping in order to bribe a police constable for covering-up a hit-and-run accident.,2011,"['drama', 'thriller', 'action', 'crime']",7.2,8475.0,4.098,6.4,RajeevKhandelwal KalkiKoechlin ShivPanditt NeilBhoopalam GulshanDevaiah KirtiKulhari RajitKapoor RajatBarmecha ShivaniTanksale NikhilChinapa PavanMalhotra RajkummarRao RukhsarRehman,five substance-abusing friends decide to fake a kidnapping in order to bribe a police constable for covering-up a hit-and-run accident. rajeevkhandelwal kalkikoechlin shivpanditt neilbhoopalam gulshandevaiah kirtikulhari rajitkapoor rajatbarmecha shivanitanksale nikhilchinapa pavanmalhotra rajkummarrao rukhsarrehman
559,tm34142,Department,A police inspector recruits a suspended cop for a specialized task force to battle organized crime.,2012,"['action', 'thriller', 'crime']",3.2,1058.0,2.125,6.0,AmitabhBachchan SanjayDutt RanaDaggubati LakshmiManchu DeepakTijori AnjanaSukhani MadhuShalini NeerajVora AbhimanyuSingh NathaliaKaur VijayRaaz,a police inspector recruits a suspended cop for a specialized task force to battle organized crime. amitabhbachchan sanjaydutt ranadaggubati lakshmimanchu deepaktijori anjanasukhani madhushalini neerajvora abhimanyusingh nathaliakaur vijayraaz
560,tm162592,Asmaa,A woman who suffers from AIDS decides not to surrender to the fatal disease. She exerts huge efforts in trying to recover or by helping those who suffer the same disease by giving them glimmers of hope.,2011,['drama'],8.1,4483.0,2.327,8.3,HendSabry MagedElKedwany HaniAdel AhmedKamal SamiaAsaad MohamedYounis SayedRagab LailaEzzElArab,a woman who suffers from aids decides not to surrender to the fatal disease. she exerts huge efforts in trying to recover or by helping those who suffer the same disease by giving them glimmers of hope. hendsabry magedelkedwany haniadel ahmedkamal samiaasaad mohamedyounis sayedragab lailaezzelarab
561,tm70652,Thaandavam,A blind man with his 'Echolocation' power takes on a revenge mission.,2012,"['action', 'thriller']",6.1,2034.0,2.596,5.6,Vikram AnushkaShetty AmyJackson Santhanam Nassar JagapatiBabu KotaSrinivasaRao SayajiShinde M.S.Bhaskar AlexxO'Nell RaaiLaxmi Sujitha DelhiGanesh RajArjun,a blind man with his 'echolocation' power takes on a revenge mission. vikram anushkashetty amyjackson santhanam nassar jagapatibabu kotasrinivasarao sayajishinde m.s.bhaskar alexxo'nell raailaxmi sujitha delhiganesh rajarjun
562,tm172211,Question Mark,"In a story of interconnected lives, three families of different religious faiths navigate conflicting beliefs, hardships, and other struggles.",2011,['drama'],7.0,259.0,1.21,6.0,AgusKuncoro Endhita RevalinaS.Temat RezaRahadian RioDewanto HenkySolaiman EdmaySolaiman GlennFredly DeddySutomo ZaskiaAdyaMecca,"in a story of interconnected lives, three families of different religious faiths navigate conflicting beliefs, hardships, and other struggles. aguskuncoro endhita revalinas.temat rezarahadian riodewanto henkysolaiman edmaysolaiman glennfredly deddysutomo zaskiaadyamecca"
