,Unnamed: 0,id,title,description,release_year,genres,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,name,tags
244,244,ts36885,Ash vs Evil Dead,"Bruce Campbell reprises his role as Ash Williams, an aging lothario and chainsaw-handed monster hunter who’s spent the last three decades avoiding maturity, and the terrors of the Evil Dead. But when a Deadite plague threatens to destroy all of mankind, he’s forced to face his demons — both metaphorical and literal.",2015,"['action', 'scifi', 'comedy', 'horror', 'fantasy', 'thriller']",8.4,70087.0,30.426,7.7,BruceCampbell LucyLawless RaySantiago DanaDeLorenzo ArielleO'Neill,"bruce campbell reprises his role as ash williams, an aging lothario and chainsaw-handed monster hunter who’s spent the last three decades avoiding maturity, and the terrors of the evil dead. but when a deadite plague threatens to destroy all of mankind, he’s forced to face his demons — both metaphorical and literal. brucecampbell lucylawless raysantiago danadelorenzo arielleo'neill"
245,245,ts36147,Lucifer,"Bored and unhappy as the Lord of Hell, Lucifer Morningstar abandoned his throne and retired to Los Angeles, where he has teamed up with LAPD detective Chloe Decker to take down criminals. But the longer he's away from the underworld, the greater the threat that the worst of humanity could escape.",2016,"['scifi', 'crime', 'drama', 'fantasy']",8.1,313124.0,922.112,8.523,TomEllis LaurenGerman KevinAlejandro D.B.Woodside Lesley-AnnBrandt AimeeGarcia RachaelHarris BriannaHildebrand,"bored and unhappy as the lord of hell, lucifer morningstar abandoned his throne and retired to los angeles, where he has teamed up with lapd detective chloe decker to take down criminals. but the longer he's away from the underworld, the greater the threat that the worst of humanity could escape. tomellis laurengerman kevinalejandro d.b.woodside lesley-annbrandt aimeegarcia rachaelharris briannahildebrand"
246,246,ts35793,Forged in Fire,Competitors re-create weapons from historical periods ranging from Japanese katanas to medieval broadswords to ancient throwing blades. Each entry is judged on its artistry as well as its functionality and accuracy.,2015,['reality'],8.3,3632.0,24.602,8.1,GradyPowell DavidLainBaker DougMarcaida J.Neilson,competitors re-create weapons from historical periods ranging from japanese katanas to medieval broadswords to ancient throwing blades. each entry is judged on its artistry as well as its functionality and accuracy. gradypowell davidlainbaker dougmarcaida j.neilson
247,247,ts53051,The OA,"Prairie Johnson, blind as a child, comes home to the community she grew up in with her sight restored. Some hail her a miracle, others a dangerous mystery, but Prairie won’t talk with the FBI or her parents about the seven years she went missing.",2016,"['scifi', 'drama', 'fantasy']",7.8,103176.0,33.623,7.6,BritMarling JasonIsaacs EmoryCohen KingsleyBen-Adir PhyllisSmith PatrickGibson BrendanMeyer BrandonPerea IanAlexander WillBrill SharonVanEtten PazVega ChloëLevine,"prairie johnson, blind as a child, comes home to the community she grew up in with her sight restored. some hail her a miracle, others a dangerous mystery, but prairie won’t talk with the fbi or her parents about the seven years she went missing. britmarling jasonisaacs emorycohen kingsleyben-adir phyllissmith patrickgibson brendanmeyer brandonperea ianalexander willbrill sharonvanetten pazvega chloëlevine"
248,248,ts38199,The Magicians,"Brakebills University is a secret institution specializing in magic. There, amidst an unorthodox education of spellcasting, a group of twenty-something friends soon discover that a magical fantasy world they read about as children is all too real— and poses grave danger to humanity.",2015,"['scifi', 'drama', 'fantasy']",7.6,50193.0,41.602,7.7,OliviaTaylorDudley ArjunGupta StellaMaeve JadeTailor HaleAppleman SummerBishil,"brakebills university is a secret institution specializing in magic. there, amidst an unorthodox education of spellcasting, a group of twenty-something friends soon discover that a magical fantasy world they read about as children is all too real— and poses grave danger to humanity. oliviataylordudley arjungupta stellamaeve jadetailor haleappleman summerbishil"
249,249,ts42062,Miraculous: Tales of Ladybug & Cat Noir,"Normal high school kids by day, protectors of Paris by night! Miraculous follows the heroic adventures of Marinette and Adrien as they transform into Ladybug and Cat Noir and set out to capture akumas, creatures responsible for turning the people of Paris into villains. But neither hero knows the other’s true identity – or that they’re classmates!",2015,"['animation', 'action', 'family', 'fantasy', 'romance']",7.7,10102.0,266.566,8.0,AnnouckHautbois BenjaminBollen MarieNonnenmacher ThierryKazazian AntoineTomé FannyBloc AlexandreN'Guyen MarieChevalot AdelineChetail MartialLeMinoux JessieLambotte,"normal high school kids by day, protectors of paris by night! miraculous follows the heroic adventures of marinette and adrien as they transform into ladybug and cat noir and set out to capture akumas, creatures responsible for turning the people of paris into villains. but neither hero knows the other’s true identity – or that they’re classmates! annouckhautbois benjaminbollen marienonnenmacher thierrykazazian antoinetomé fannybloc alexandren'guyen mariechevalot adelinechetail martialleminoux jessielambotte"
250,250,ts41961,Queen of the South,"Teresa flees Mexico after her drug-runner boyfriend is murdered. Settling in Dallas, she looks to become the country's reigning drug smuggler and to avenge her lover's murder.",2016,"['drama', 'thriller', 'action', 'crime']",7.9,29495.0,42.381,7.623,AliceBraga HemkyMadera,"teresa flees mexico after her drug-runner boyfriend is murdered. settling in dallas, she looks to become the country's reigning drug smuggler and to avenge her lover's murder. alicebraga hemkymadera"
251,251,ts35251,Grace and Frankie,"Elegant, proper Grace and freewheeling, eccentric Frankie are a pair of frenemies whose lives are turned upside down - and permanently intertwined - when their husbands leave them for each other. Together, they must face starting over in their 70s in a 21st century world.",2015,"['drama', 'comedy']",8.2,51116.0,25.429,7.6,JaneFonda LilyTomlin MartinSheen SamWaterston EthanEmbry BrooklynDecker JuneDianeRaphael BaronVaughn,"elegant, proper grace and freewheeling, eccentric frankie are a pair of frenemies whose lives are turned upside down - and permanently intertwined - when their husbands leave them for each other. together, they must face starting over in their 70s in a 21st century world. janefonda lilytomlin martinsheen samwaterston ethanembry brooklyndecker junedianeraphael baronvaughn"
252,252,ts41956,Designated Survivor,"Tom Kirkman, a low-level cabinet member is suddenly appointed President of the United States after a catastrophic attack during the State of the Union kills everyone above him in the Presidential line of succession.",2016,"['war', 'action', 'drama', 'thriller']",7.5,89300.0,40.372,7.2,KieferSutherland MaggieQ KalPenn AdanCanto ItaliaRicci EmilianoDíez,"tom kirkman, a low-level cabinet member is suddenly appointed president of the united states after a catastrophic attack during the state of the union kills everyone above him in the presidential line of succession. kiefersutherland maggieq kalpenn adancanto italiaricci emilianodíez"
253,253,ts38718,Slasher,"Thirty years ago, in the sleepy community of Waterbury, a killer known as “The Executioner” murdered Sarah Bennett's parents. Now Sarah and her husband Dylan have returned to town, only to find herself the centerpiece in a series of horrifying murders centered around the seven deadly sins.",2016,"['crime', 'drama', 'horror', 'thriller']",6.7,14321.0,33.199,6.6,JeananneGoossen SydneyMeyer PaulaBrancati ChristopherJacot JeffersonBrown PatriceGoodman SabrinaGrdevich DavidCronenberg RachaelCrawford AlexOzerov,"thirty years ago, in the sleepy community of waterbury, a killer known as “the executioner” murdered sarah bennett's parents. now sarah and her husband dylan have returned to town, only to find herself the centerpiece in a series of horrifying murders centered around the seven deadly sins. jeanannegoossen sydneymeyer paulabrancati christopherjacot jeffersonbrown patricegoodman sabrinagrdevich davidcronenberg rachaelcrawford alexozerov"
254,254,ts42014,60 Days In,"An unprecedented look at life behind bars at Indiana's Clark County Jail as seven innocent volunteers are sent to live among its general population for 60 days without officers, fellow inmates, or staff knowing their secret.",2016,"['documentation', 'reality']",7.6,2676.0,8.446,6.8,IsaiahJenkins JeffreyDowns TamiFerraiuolo RobertHolcomb BarbraRoylanceWilliams Maryum ZacBaker,"an unprecedented look at life behind bars at indiana's clark county jail as seven innocent volunteers are sent to live among its general population for 60 days without officers, fellow inmates, or staff knowing their secret. isaiahjenkins jeffreydowns tamiferraiuolo robertholcomb barbraroylancewilliams maryum zacbaker"
255,255,ts53664,Fauda,"A top Israeli agent comes out of retirement to hunt for a Palestinian militant he thought he'd killed, setting a chaotic chain of events into motion.",2015,"['war', 'drama', 'thriller', 'action']",8.2,26158.0,41.37,7.5,LiorRaz NettaGarti DoronBen-David Rona-LeeShim'on ItzikCohen BoazKonforty YaakovZadaDaniel,"a top israeli agent comes out of retirement to hunt for a palestinian militant he thought he'd killed, setting a chaotic chain of events into motion. liorraz nettagarti doronben-david rona-leeshim'on itzikcohen boazkonforty yaakovzadadaniel"
256,256,ts37866,Call My Agent!,"At a top Paris talent firm, agents scramble to keep their star clients happy—and their business afloat—after an unexpected crisis.",2015,"['comedy', 'drama', 'european']",8.3,14061.0,20.42,7.9,CamilleCottin ThibaultdeMontalembert GrégoryMontel LilianeRovère LaureCalamy NicolasMaury FannySidney StéfiCelma OphéliaKolb AnneMarivin AssaadBouab,"at a top paris talent firm, agents scramble to keep their star clients happy—and their business afloat—after an unexpected crisis. camillecottin thibaultdemontalembert grégorymontel lilianerovère laurecalamy nicolasmaury fannysidney stéficelma ophéliakolb annemarivin assaadbouab"
257,257,ts42120,Travelers,"Hundreds of years from now, the last surviving humans discover the means of sending consciousness back through time, directly into people in the 21st century. These ""travelers"" assume the lives of seemingly random people, while secretly working as teams to perform missions in order to save humanity from a terrible future.",2016,"['scifi', 'thriller', 'drama']",8.0,55485.0,37.756,7.6,EricMcCormack MacKenziePorter NestaCooper JaredAbrahamson ReillyDolman PatrickGilmore,"hundreds of years from now, the last surviving humans discover the means of sending consciousness back through time, directly into people in the 21st century. these ""travelers"" assume the lives of seemingly random people, while secretly working as teams to perform missions in order to save humanity from a terrible future. ericmccormack mackenzieporter nestacooper jaredabrahamson reillydolman patrickgilmore"
